planning_room_id,planning_room_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
3200207,Herthaplatz,969,914,733,13,13,32,220,7,712.1820987654321,669.0,223.75648648294583,541.2727272727273,503.0,111.52944984091951,532.9090909090909,541.0,69.11071486456287,710.8571428571429,650.0,165.08626893377956,722.7055714285715,742.087,85.09379552951582,836.3333333333334,718.0,442.7114317077275
3200308,Nisbléstraße,380,364,298,5,2,9,116,0,695.2404580152672,627.5,236.59263737070722,503.5,496.0,29.905406423142505,,,,,,,,,,775.8,609.0,352.21470724545276
3200309,Eddastraße,548,518,414,4,11,16,128,3,717.5710306406685,674.0,240.5015124327794,563.6666666666666,542.0,39.27255190757706,643.0,656.0,140.4813154835902,699.3333333333334,747.0,116.0876105936087,765.0876666666667,799.797,96.61218791815725,865.5384615384615,749.0,339.6752408268363
3200310,Krugpfuhl,770,726,606,16,14,26,180,6,722.7853107344632,658.0,234.30618383606173,535.7857142857143,532.0,78.0189114859375,553.6666666666666,556.5,35.023801430836514,859.7,789.5,212.54283228459047,787.3827142857142,759.41,149.56133811440523,815.9545454545455,793.0,281.81798875848716
3300411,Karow Nord,943,884,723,15,20,20,321,6,626.1182432432432,583.0,216.99131628189141,515.8461538461538,501.0,101.61188099319074,677.3076923076923,647.0,130.64480128410815,851.9090909090909,840.0,71.62186055312239,850.298,839.26,83.94215817851406,924.0,690.0,537.0004655491464
3300412,Karow Bahnhof,454,427,362,7,9,12,152,0,635.4225352112676,576.5,242.36885489378636,694.2857142857143,746.0,324.74436832977534,773.3333333333334,626.5,344.64803302306353,1122.5,1122.5,505.58134854838147,,,,774.375,786.5,132.0735049670664
3300413,Karow Ost,202,186,159,3,3,7,68,2,643.2857142857143,592.0,222.78086023783925,557.0,557.0,,676.0,676.0,,856.0,856.0,,736.9065,736.9065,66.47298717900378,638.5,761.5,345.15552050247345
3300514,Blankenburg,765,708,574,19,20,26,185,1,699.8282828282828,653.0,218.50662819897107,617.5625,589.5,203.42466869417123,596.9090909090909,563.0,124.75853040610453,721.8333333333334,650.5,233.86356421355308,704.483,704.483,,806.7692307692307,690.0,339.0779541261257
3300515,Blankenburger Süden,12,8,7,0,0,4,3,0,648.2,563.0,151.18432458426372,,,,,,,,,,,,,883.5,861.0,211.56953151781252
3300516,Heinersdorf,1051,970,809,15,45,26,372,10,658.7175675675676,598.0,209.73526057528167,573.5454545454545,585.0,166.23559404433433,556.0,569.0,112.19180005686688,678.0,636.0,166.65304706256677,927.5912307692305,709.863,612.1223731834119,844.0,771.0,280.17100041525396
3300517,Märchenland,180,163,135,3,6,9,46,0,666.7017543859649,645.0,198.51073530742144,579.6666666666666,558.0,111.09605453540341,784.5,784.5,3.5355339059327378,575.0,575.0,,,,,865.4444444444445,954.0,169.22109140936828
3400618,Rosenthal,407,376,300,10,11,11,38,4,758.6600790513834,717.0,178.5545220053672,683.2222222222222,696.0,62.73112819362046,741.125,689.5,209.3926165296734,736.5,753.0,112.57308736993936,744.54825,776.1145,87.7779811584317,1062.6666666666667,1053.0,241.2000552791534
3400619,Wilhelmsruh,1073,988,802,14,32,42,212,7,717.7155172413793,686.5,209.39810857306395,538.7692307692307,577.0,145.3490934762201,628.3636363636364,627.0,164.12206417192039,862.5384615384615,861.0,218.69141706394402,1013.4404000000001,864.2685,518.6884883012797,822.1,719.0,337.27887883065426
3400620,Schönholz,445,415,355,7,11,16,82,3,709.7667731629393,682.0,188.0063587853369,572.5,536.0,98.8468512396829,591.0,590.0,85.26038548665689,690.5,692.5,81.42911027390635,750.0523333333334,730.097,97.0018762516135,909.3,776.5,370.3274977037967
3400721,Florakiez,907,830,688,9,27,33,283,5,664.8636363636364,616.5,212.34887900663205,531.3333333333334,505.0,75.95064186693882,547.0666666666667,540.0,129.07720096718788,708.2777777777778,680.0,176.2968104064198,752.6736666666667,760.2,134.37122954809436,980.2105263157895,1019.0,320.1566593867877
3400722,Parkstraße,487,460,383,8,12,10,165,2,655.5135135135135,603.0,224.63301523529955,558.8571428571429,497.0,101.02875592527863,607.1666666666666,619.0,59.55641583126596,705.1428571428571,651.0,115.2178061635564,750.9209999999999,651.88,238.71037755615075,780.0,728.0,280.6741883394339
3400723,Garbátyplatz,1107,754,617,7,28,39,265,10,645.6304347826087,614.5,218.82378448107517,514.5714285714286,518.0,86.96332012762076,569.9411764705883,543.0,154.52850488996978,631.3076923076923,585.0,155.35839458886917,675.7772,645.873,101.68814415303727,747.6896551724138,622.0,379.67853916629036
3400724,Wolfshagener Straße,676,620,508,11,21,25,230,2,643.2477678571429,593.5,245.97702507147972,527.7777777777778,567.0,97.56764035500932,549.6,573.5,81.84429661796167,729.1428571428571,615.0,195.14731919879452,795.991,733.03,141.57287908706243,780.7619047619048,784.0,379.9978821996124
3400725,Schlosspark,959,916,755,18,16,23,290,1,675.9839650145773,641.0,223.709498878544,510.25,498.5,114.65687942727206,527.6363636363636,528.0,78.94716299813784,910.1428571428571,1027.0,202.18838457523435,886.763,886.763,231.7613186017028,782.4705882352941,620.0,394.06473415656257
3400826,Tiroler Viertel,936,875,743,9,25,26,281,1,662.758887171561,624.0,197.16215916551843,609.125,612.5,185.7828513537858,690.0,593.5,308.33804977844767,736.8571428571429,764.0,108.58242425523044,915.1215,915.1215,169.17034765141315,1090.8,1086.0,370.65563532745597
3400827,Trelleborger Viertel,908,837,689,18,42,20,326,8,631.4244372990354,592.0,186.746066397395,528.25,524.0,121.92319987051961,665.7647058823529,608.5,241.0296170439125,753.3793103448276,690.0,214.33825300096902,746.4606666666667,773.95,125.18629142601836,794.5454545454545,735.0,297.40624191040905
3400828,Spiekermann Straße,411,385,319,5,12,10,113,1,660.6666666666666,633.0,182.16972634167922,447.75,451.0,33.48009358808107,716.8888888888889,571.0,350.3374960107912,792.2857142857143,755.0,147.6366195378756,945.6435,945.6435,227.277554502199,907.7142857142857,989.0,340.83706482996354
3400829,Arnold-Zweig-Straße,490,453,371,8,20,16,145,9,656.9668674698795,616.0,190.939612063108,570.3333333333334,572.5,111.64348017984152,630.3333333333334,644.0,71.42195207424142,788.9285714285714,733.5,189.30945942707518,757.6724545454545,719.696,115.36582413640843,896.1666666666666,944.0,311.59409299259636
3400830,Kissingenviertel,768,717,573,16,26,18,274,8,617.6536203522505,585.0,186.42043821932978,540.4666666666667,577.0,131.90682136951645,563.952380952381,534.0,164.4291568398002,773.5294117647059,724.0,178.0312885587316,752.5513,744.5615,126.28908833136246,879.9333333333333,827.0,364.8816768422856
3400831,Pankower Tor,75,60,54,0,6,9,22,0,629.5238095238095,575.0,231.49432254485083,,,,664.5,664.5,45.96194077712559,700.5,700.5,12.020815280171307,1431.78,1431.78,,907.8333333333334,493.0,726.4580969792178
3500932,Bühringstraße,499,458,371,15,21,14,161,10,657.7544378698225,611.0,205.58784947717714,501.2857142857143,471.0,101.20081222798756,544.2,526.0,93.85185895106942,594.6,604.0,107.97539402236842,772.3133333333334,715.9780000000001,220.52384013127113,682.0769230769231,597.0,186.6875560655921
3500933,Weißer See,1134,749,621,12,26,43,338,5,569.643784786642,518.0,217.91941830609795,406.8888888888889,422.0,74.45039362630067,451.8,424.0,152.03486442260538,530.8461538461538,483.0,143.09020823350454,803.6485000000001,770.947,149.54338989303415,688.7096774193549,606.0,349.1583397780428
3500934,Weißenseer Spitze,864,779,652,14,29,51,328,6,606.2603448275862,581.5,166.02392656878658,487.8,488.5,84.74641913116776,609.5,609.0,237.93508623815427,729.1666666666666,704.0,163.44130630309036,871.1447000000001,787.5799999999999,231.06544424135677,730.4571428571429,696.0,139.21425359265965
3500935,Behaimstraße,508,453,383,6,12,36,204,3,600.7175792507204,550.0,208.85277278896132,441.3333333333333,428.5,59.85203978701701,547.7142857142857,524.0,117.43326372272648,634.7777777777778,683.0,137.21951189406136,713.0286666666667,727.926,30.37594287151155,637.25,646.0,175.46837941325225
3500936,Komponistenviertel Weißensee,811,742,616,12,14,42,344,4,597.6899641577061,554.5,180.92782696576913,486.9166666666667,496.0,71.75648001569212,579.5,533.5,112.2242652650741,652.875,566.0,216.12657501698266,736.35825,735.693,19.101117338609562,806.0,788.5,275.10396861620717
3501037,Rathaus Weißensee,1053,988,809,12,28,25,426,12,603.161865569273,569.0,200.01121843489577,461.3333333333333,459.0,68.01102851743973,577.0555555555555,534.5,150.25095564821746,553.0869565217391,554.0,98.30468084826805,766.3756,768.983,152.02018521367484,620.375,558.0,180.26352991493124
3501038,Hansastraße,1161,859,729,19,25,19,364,7,617.7246153846154,578.0,185.34678988598193,499.8666666666667,477.0,89.91493334310627,590.9230769230769,569.0,142.20903718262866,658.1666666666666,633.5,196.82333256609655,752.7267142857143,714.39,78.50210753373503,797.5625,708.0,329.5690051668492
3601139,Norweger Viertel,449,410,335,8,19,12,130,4,648.1433333333333,621.5,176.37807935932364,594.0,599.0,27.19681353884434,604.4285714285714,610.0,85.69060112333861,666.2222222222222,650.0,60.50987063648744,688.66,702.8544999999999,57.4845740757176,930.5714285714286,657.0,478.34187813837957
3601140,Malmöer Straße,450,397,311,11,22,22,123,7,647.7805755395683,612.0,178.80769993584244,514.7,516.5,75.42332383141026,666.8461538461538,649.0,100.29526920867717,806.5,712.0,278.2801346365445,730.0484285714286,716.85,102.48799866465201,853.15,638.5,445.22108937139603
3601141,Arnimplatz,614,550,457,5,15,33,211,2,633.8448275862069,590.0,196.27561387704205,491.6666666666667,511.0,102.37838313498281,656.0909090909091,620.0,187.38540740700944,923.5714285714286,812.0,442.2751244579393,1080.1433333333332,718.017,655.0714855817901,946.5,927.0,352.708519885755
3601142,Falkplatz,1057,953,840,17,57,42,384,10,613.4973045822103,594.0,204.45135923324167,446.44444444444446,475.0,133.03393468501852,619.9411764705883,581.0,220.02905334006576,677.875,616.0,163.2994881378596,796.8172142857144,792.8145,138.92484901290422,947.3333333333334,771.5,485.63341739624343
3601243,Rodenbergstraße,617,528,447,10,47,33,211,15,623.1125,590.0,168.02022746038523,593.7142857142857,582.0,125.4773741698934,589.46875,577.5,100.0503048874141,743.5625,684.5,241.67893090867742,891.2900500000002,818.0785000000001,241.42308097164093,914.4230769230769,782.5,357.5820099587701
3601244,Humannplatz,611,566,474,4,16,23,215,1,624.7925407925408,600.0,191.62263670428203,587.3333333333334,570.0,97.16652372773935,607.0,630.0,112.5683630672329,694.875,639.0,150.22405884924976,824.9485,824.9485,157.04063792693924,968.5454545454545,973.0,383.0183045821983
3601245,Ostseestraße,1323,1216,1034,18,38,53,539,10,604.7308108108108,574.0,192.2189632677011,529.2666666666667,524.0,92.62170886126509,613.1785714285714,621.5,104.40166508230449,707.4347826086956,668.0,165.13323163350046,728.7906363636364,712.777,105.79973455096447,889.5142857142857,789.0,419.11534081629964
3601346,Gethsemanekirche,331,288,225,5,21,12,117,5,592.09,554.5,186.23590135839504,501.6666666666667,451.0,125.89413542073092,547.3076923076923,549.0,101.74181753781204,615.8,596.5,115.27821418926766,770.0791428571429,790.95,156.81543951986842,919.6,907.5,416.35540373846743
3601347,Helmholtzplatz,611,531,450,8,39,30,229,12,590.6343283582089,570.0,171.2294056005447,505.5,528.5,96.71969809713018,526.3214285714286,506.0,86.44246794573985,606.5909090909091,532.5,176.4848999586648,722.1424615384616,729.433,97.60388039811342,918.2307692307693,766.5,398.625770134577
3601348,Senefelderstraße,400,359,291,5,16,24,154,5,581.1538461538462,561.0,129.08779817496165,582.0,551.5,121.64703037887936,564.7272727272727,535.0,92.92587466264806,734.375,656.0,254.37651368451,721.6418,740.373,41.83327838216843,958.6,1002.0,306.5461512678684
3601449,Michelangelostraße,1548,1431,1197,37,49,61,598,10,608.0539534883721,579.0,177.74027163999946,503.03225806451616,481.0,137.65669468426825,598.1481481481482,580.0,126.43992301110491,713.8518518518518,684.0,167.55130183450905,744.8221818181818,740.674,91.35692189956731,837.4,819.0,259.2460270941535
3601450,Volkspark Prenzlauer Berg,1066,992,859,12,43,22,348,11,633.8222506393862,620.5,167.07019039421613,529.7,526.5,78.02997999344724,618.5483870967741,621.0,95.50352129971523,768.0,690.0,194.62249784304655,739.90375,722.2349999999999,81.23917055899598,860.2222222222222,947.0,268.07912693951687
3601451,Anton-Saefkow-Park,681,629,527,7,25,24,274,3,617.1546610169491,580.0,184.83468088094406,623.6666666666666,622.0,127.03175456029358,580.6923076923077,572.0,156.10807400397573,669.6666666666666,683.0,86.25833293079573,704.6756666666666,663.77,148.02985133524027,1075.3157894736842,1038.0,327.31959452355477
3601452,Velodrom,521,485,411,8,15,14,198,4,600.6785714285714,587.0,155.38023558733815,570.2857142857143,588.0,75.48225903198332,664.0,654.0,85.84093817443204,733.6,740.0,79.32401906106372,745.50825,737.4884999999999,82.07279645280363,812.4,633.0,408.637900020707
3601453,Alter Schlachthof,316,286,247,3,13,16,128,3,599.4766355140187,574.0,162.83035590346952,467.3333333333333,432.0,74.56764266981581,668.5,611.5,135.1031352073561,794.8,781.0,100.03349439062897,909.19675,872.612,264.1270381872771,985.2666666666667,931.0,325.30106202160016
3701554,Teutoburger Platz,824,735,603,5,35,39,334,10,567.2981132075472,536.5,201.4981924150382,363.5,385.0,88.42887914401419,532.0357142857143,510.0,109.75342132281568,579.0,541.5,159.0342175537742,680.4116,663.115,70.27235339290822,977.8787878787879,860.0,468.2766782026251
3701555,Sredzkistraße,510,462,387,2,19,20,225,6,558.5204678362574,532.0,161.23005327287115,480.5,480.5,75.66042558696059,512.0714285714286,474.0,88.2273847995702,581.4444444444445,508.0,179.62468588080475,735.4232857142857,727.486,109.41037602182935,906.7857142857143,850.0,434.61675045978126
3701556,Kollwitzplatz,544,477,388,3,35,27,235,16,569.1994219653179,542.5,166.21788773343096,349.5,349.5,21.920310216782973,540.0,542.0,80.21317750939585,636.8260869565217,610.0,125.05295321070736,701.4995,715.983,88.99644729313636,1178.904761904762,1181.0,402.3703399558552
3701657,Thälmannpark,474,433,369,8,19,12,188,8,614.9469026548672,583.0,167.98583206890103,578.125,547.5,97.75397324771146,663.4166666666666,632.0,130.74364808720733,870.1428571428571,762.0,303.6980016241071,737.0355000000001,735.295,88.2702542164039,858.2727272727273,758.0,380.7303746509046
3701658,Christburger Straße,413,376,299,5,20,12,174,12,575.0262172284645,555.0,150.77260695935803,516.8,515.0,42.287113876451755,557.5263157894736,585.0,97.14328959557778,709.3529411764706,652.0,156.78446239043848,677.3220833333334,634.59,112.06754815609959,1019.6666666666666,967.0,460.6940416371803
3701659,Immanuelkirchstraße,557,508,406,9,15,21,238,5,578.4768392370572,554.0,166.6913442369886,519.3333333333334,492.0,100.79417972614624,544.6666666666666,530.0,56.55528268871087,780.5,639.5,285.74166654515057,673.011,633.696,115.39982771650917,887.3684210526316,657.0,345.42553635999565
3701660,Bötzowstraße,816,746,609,18,24,38,322,6,612.38,571.5,188.85459359721347,523.6153846153846,551.0,107.54808107813797,612.2666666666667,581.0,113.15947448917684,796.0833333333334,712.5,181.88780674477397,709.0285714285716,666.137,98.27519986896857,868.1935483870968,748.0,300.0851456231313
4100101,Jungfernheide/Plötzensee,1974,1785,1470,28,69,94,748,14,603.1489040060469,568.0,201.35666503781744,492.2857142857143,445.0,121.92667585772311,632.7222222222222,637.5,174.57779454789303,870.1333333333333,824.0,191.38600340372486,858.9260476190476,820.55,128.6283497404348,724.8815789473684,652.5,329.5763327710395
4100102,Paul-Hertz-Siedlung,961,903,701,15,26,19,368,5,620.5527950310559,575.0,207.75775912682823,494.8333333333333,502.5,102.15214440265365,550.0714285714286,534.0,119.10981635301245,791.4615384615385,817.0,187.66708794414618,811.7151428571427,811.273,90.0131153229509,800.3333333333334,662.5,425.28115477418066
4200203,Olympiagelände,210,192,175,4,8,6,51,1,679.0245398773006,685.0,214.94535483912327,595.5,608.5,178.53197659429716,731.0,740.0,68.04900195202475,764.5,780.5,68.43317908734038,792.557,792.557,,1070.6666666666667,1072.0,356.26039166130533
4200204,Angerburger Allee,454,431,351,9,9,11,94,4,698.6371951219512,653.0,177.42638415049834,563.125,545.0,101.81978126642612,671.5,679.5,28.176231117734677,879.5714285714286,986.0,178.89741673452335,766.98725,790.4565,71.88579046132831,802.6666666666666,703.0,289.17901030330677
4200205,Flatowallee,411,246,201,5,10,6,41,3,723.5524861878453,690.0,186.98028344336808,606.5,596.0,126.92386169143556,724.1111111111111,694.0,134.79469986283257,829.0,791.0,138.52797551397333,823.2206,837.063,98.68399498550919,758.3333333333334,698.0,120.42563403749774
4200206,Kranzallee,293,266,223,5,9,16,73,1,669.8620689655172,648.0,161.50226277314727,522.75,580.5,126.84997700696152,835.6,855.0,192.71948526290745,748.0,751.0,73.54590403278758,950.0613333333334,957.614,183.14883320494653,1020.4285714285714,1098.0,206.140248854517
4200207,Eichkamp,441,377,331,8,28,31,47,1,811.1289198606272,747.0,250.4762891641534,707.6,764.0,162.14438010612642,924.7,840.0,342.82261367133356,1034.875,862.5,335.4184752982885,1049.5786666666665,914.623,380.4665832163625,1058.0,1015.5,270.8146229434444
4200308,Branitzer Platz,1328,837,697,20,38,42,363,10,609.8541996830428,576.0,199.93662720722628,539.4444444444445,519.0,128.58607655950672,644.304347826087,581.0,205.3574344632501,729.1818181818181,739.0,137.49584802861585,784.6693636363635,764.437,85.66950345166329,775.5128205128206,693.0,324.5017128975043
4200309,Neu Westend,614,568,469,10,11,30,213,0,634.2898876404495,605.0,154.0268316722362,580.4444444444445,581.0,73.93258941615517,681.7142857142857,663.0,97.33569794909828,671.6666666666666,695.0,90.29027263960019,,,,893.3103448275862,792.0,302.6620113318622
4200310,Fürstenplatz,1110,1021,833,20,37,48,445,6,600.8202099737533,565.0,162.6101905538714,541.0,529.5,128.79349636484892,600.2,573.5,106.36610065439581,752.1739130434783,716.0,152.18130699145823,720.2308333333334,732.3219999999999,124.92952574858622,862.7837837837837,803.0,279.2295088607553
4200311,Königin-Elisabeth-Straße,1193,1039,885,24,71,71,520,14,560.860824742268,513.5,210.16873395985107,424.2857142857143,423.0,74.42052328299151,584.7441860465116,560.0,146.64811998912742,713.8536585365854,695.0,192.59225853803278,793.4730588235294,782.146,142.5968772363505,771.5909090909091,704.0,290.2051654519063
4300412,Schlossgarten,867,574,487,2,27,23,279,5,588.2131519274376,544.0,202.63817936342747,501.5,501.5,65.76093065034893,618.0,603.5,148.82451693892799,716.6363636363636,645.5,221.01660042254213,880.095375,866.172,197.33859201378263,757.0555555555555,658.0,269.65892884993957
4300413,Klausenerplatz,1008,940,771,8,26,35,528,9,548.9244755244755,505.0,186.63958857852077,433.0,429.5,71.78141422799796,655.9333333333333,589.0,184.2236477245861,724.5,741.0,172.12553558377093,788.6508181818182,763.414,159.1214530720595,727.2692307692307,632.0,305.19823822457533
4300414,Schloßstraße,1079,965,800,17,32,71,533,10,515.4605809128631,468.0,193.47038263374776,390.7142857142857,386.0,61.840276359503605,466.2857142857143,442.0,113.62004350339902,610.2142857142857,612.0,148.91669254546758,704.0654545454546,678.566,154.36138053435755,778.6545454545454,757.0,347.3754089561821
4300415,Lietzensee,782,722,622,12,16,35,365,3,566.7653239929947,521.0,197.20077289542445,430.09090909090907,399.0,115.89085774594521,570.4285714285714,510.0,135.08251446536562,764.375,652.0,278.812244812065,759.9756666666667,765.11,23.70918105572887,788.9375,708.5,342.5511440505236
4300416,Amtsgerichtsplatz,1311,1190,999,26,52,61,667,15,511.90066964285717,469.0,186.77540110424522,396.77777777777777,385.5,99.31385517673434,515.516129032258,461.0,177.41718649701363,696.2307692307693,698.0,265.1564530902173,690.3536875,663.9780000000001,110.9109492651462,670.5490196078431,640.0,317.1983804325294
4300517,Tegeler Weg,981,896,747,13,33,49,507,8,557.3898550724638,523.0,163.92825667559222,443.0,447.5,51.97726775847652,560.3157894736842,528.0,117.39868096532287,689.3333333333334,671.0,118.57527245633992,721.4934000000001,698.9535000000001,145.59685748760742,739.0681818181819,684.5,283.2101198532902
4300518,Kaiserin-Augusta-Allee,728,626,509,4,44,53,315,16,573.5502183406113,536.5,174.81475875795527,424.0,394.0,71.86097689288673,633.56,577.0,266.04668763207707,722.3846153846154,639.5,267.70821084502836,691.7184117647059,673.833,120.10006832952823,792.4418604651163,737.0,291.87459002321214
4300619,Alt-Lietzow,887,814,671,17,25,36,433,6,548.7841845140033,506.0,198.1789067721175,441.4,432.0,101.22873674435112,561.9333333333333,540.0,64.70644333854098,635.3076923076923,631.0,64.05776639797422,671.0433333333332,702.8565,74.06695596463153,805.258064516129,745.0,308.0608130160814
4300620,Spreestadt,548,459,377,8,54,30,221,24,582.2514450867052,543.5,187.92419936785834,443.1666666666667,450.5,29.85576437920601,565.8571428571429,534.0,157.86078637383147,695.45,665.5,148.34366717101068,760.3974642857144,735.818,140.5147811493265,753.96,619.0,329.67730181699386
4300621,Richard-Wagner-Straße,1341,1237,1035,37,45,51,719,20,527.9808102345415,484.0,168.77233803559878,453.962962962963,436.0,73.97737776950748,507.89285714285717,479.0,96.64725448217244,664.8571428571429,647.0,120.86653621544541,726.5609523809522,718.863,111.0508799395467,804.2619047619048,776.5,274.77432509764947
4300622,Ernst-Reuter-Platz,1019,903,766,21,65,46,507,37,544.240058910162,513.0,167.92998730067478,453.05882352941177,438.0,91.952753213427,574.7457627118644,581.0,87.3764335821103,641.2413793103449,627.5,98.65024347874161,671.9464473684211,664.9385,96.88194989436883,798.4358974358975,659.0,353.0178760101619
4300623,Karl-August-Platz,1649,1513,1250,28,60,62,807,21,545.1680143755616,503.0,186.93607181927945,444.5652173913044,448.0,106.95573684599051,576.275,562.0,167.23819762120655,687.8823529411765,658.0,161.07080406320884,707.1536086956521,653.417,137.90422889479206,821.5178571428571,836.5,311.78594003353874
4300624,Savignyplatz,1009,919,779,20,37,40,516,15,559.2368045649073,519.0,168.11586434209272,472.05555555555554,469.0,48.0312058148257,580.8928571428571,544.0,159.20155854571976,673.7826086956521,675.0,134.77859167799446,777.3316470588235,701.733,279.93397107084496,737.7878787878788,738.0,214.6458940871799
4400725,Güterbahnhof Grunewald,31,24,22,0,2,5,5,0,707.2,624.0,227.24866973150105,,,,955.0,955.0,,1631.0,1631.0,,,,,788.0,821.0,116.07325273291862
4400726,Bismarckallee,603,550,471,14,20,31,205,4,631.1885441527446,602.0,163.49130542566883,542.8461538461538,538.0,97.05569376552667,613.0,610.0,56.712306550569025,817.6666666666666,774.5,229.88837871164054,716.37,694.2385,93.35233215083596,980.625,972.0,242.70483281048445
4400727,Flinsberger Platz,1009,707,598,14,36,36,278,7,626.2421441774492,596.0,193.14133799578318,477.44444444444446,496.0,79.61644162971476,652.0357142857143,593.0,252.37031611310084,746.0,674.0,155.37328323382093,684.0847142857141,669.546,38.2546015563892,902.9310344827586,771.0,372.24108269415973
4400728,Hagenplatz,368,331,274,4,15,16,65,4,697.901185770751,675.0,168.5475126085368,694.25,726.0,109.057706437158,789.0,708.0,232.00287354542255,914.0,814.0,224.90108937041634,1040.7665,843.443,356.662670793987,1044.4285714285713,1000.0,243.56951757169838
4400729,Hundekehle,370,338,298,8,6,22,39,0,733.3381818181819,711.0,174.7361676395407,680.0,702.0,103.20852677952533,1042.25,891.0,384.05761286557,865.0,883.0,96.27045237246992,1066.0,1066.0,,1091.6315789473683,1117.0,329.4806031259766
4400830,Forckenbeckstraße,884,818,684,16,26,28,251,7,661.5032786885246,630.0,183.72774931327572,528.8,532.0,85.82557061522267,610.3571428571429,570.0,139.21240392505766,670.9230769230769,676.0,111.97504300695874,767.9072500000001,759.665,139.81064292795656,887.1739130434783,803.0,327.1938058112727
4400831,Messelpark,171,166,142,5,0,5,38,0,684.2713178294574,656.0,162.23371219950255,625.0,635.0,35.08560958569767,,,,,,,,,,1086.0,1086.0,190.91883092036784
4400832,Breite Straße,739,701,585,11,16,13,212,2,649.2538167938932,620.0,152.03395541513405,610.5454545454545,634.0,84.01828805249916,747.8,703.0,195.30648279619962,696.25,692.5,151.63937483384714,857.131,814.19,82.31119184533779,1051.75,895.5,404.5356244245634
4400833,Schlangenbader Straße,549,513,431,10,23,11,167,8,661.1751269035533,626.0,170.14112475062802,593.8,604.5,170.2252103015949,670.7333333333333,664.0,105.83036741250909,754.6363636363636,764.0,120.38294956286188,773.9563333333334,772.226,79.04351555788746,1076.2,1082.5,321.70787300834826
4400834,Binger Straße,411,384,312,5,10,11,166,4,588.8974358974359,563.0,145.92686937859148,543.25,514.0,140.27205708907246,695.625,589.0,215.3534884788264,721.4285714285714,694.0,54.368670950763374,890.2040000000001,813.933,178.42001847606673,858.7777777777778,854.0,293.3456910275732
4400835,Rüdesheimer Platz,963,906,731,14,17,31,402,3,586.7481146304676,552.0,168.20795706641834,535.0769230769231,494.0,117.33318764559719,594.1666666666666,605.0,83.67994582534891,671.6666666666666,658.0,145.868091096031,712.433,705.633,38.82620415389589,965.44,1018.0,230.8760634337537
4500936,Droysenstraße,606,547,464,6,19,29,313,7,539.7614457831326,492.0,172.66187799814608,520.3333333333334,437.0,259.181532263907,495.2307692307692,490.0,71.9747106583901,623.2727272727273,585.0,98.31387583560208,676.6615714285715,725.35,87.83501265223934,816.3571428571429,806.0,273.50444701993894
4500937,Halensee,950,876,734,29,26,36,418,10,577.1352583586627,543.5,176.4229427730167,522.64,497.0,131.58390225758367,616.4,606.5,138.4049740511708,713.7619047619048,694.0,205.6375220532247,810.8046666666665,702.1385,351.4512939929704,755.8064516129032,652.0,253.74441463210425
4500938,Hochmeisterplatz,891,836,696,19,15,31,396,6,593.8037974683544,549.5,194.3625676906753,562.0625,555.5,121.93466488246892,545.8181818181819,502.0,141.75670578975667,677.0,577.0,258.9465839383353,712.778,651.322,189.14118785107146,918.0384615384615,835.0,358.88621938093206
4500939,Eisenzahnstraße,696,629,532,11,28,31,346,13,546.868085106383,510.5,161.92240515311164,511.2857142857143,457.0,159.8266918526797,517.5263157894736,492.0,88.04567528091606,671.4117647058823,602.0,223.45610833660638,707.5163846153846,722.11,108.74396972057689,838.074074074074,706.0,376.9145920319478
4501040,Hindemithplatz,583,536,439,10,19,23,277,9,560.2911392405064,520.0,168.92515928379098,419.44444444444446,410.0,63.97482143607575,598.4117647058823,547.0,131.98771667447383,661.4375,604.0,163.28011462922646,741.0502727272725,747.53,129.19377334538297,797.8421052631579,723.0,308.3380653975429
4501041,George-Grosz-Platz,782,688,537,11,53,33,351,24,554.0556701030928,516.0,173.29493738764697,463.90909090909093,446.0,82.3838024680271,588.1190476190476,557.0,119.48144102868179,688.25,677.5,133.3545937507164,741.5113333333334,701.9580000000001,148.7355014755906,706.9032258064516,625.0,221.7099238252105
4501042,Breitscheidplatz,2392,2184,1954,44,120,79,1160,48,550.9406286379511,526.0,187.2431573314641,479.14285714285717,477.0,88.29735715423924,568.9791666666666,565.5,203.48676300756816,697.0348837209302,682.0,147.41677194662344,791.6892307692306,730.5515,406.4590967930575,716.6478873239437,617.0,288.836834739989
4501043,Preußenpark,1115,997,836,26,54,47,559,23,538.7411924119241,509.0,164.90829476457,450.4761904761905,442.0,92.59515054667769,560.4594594594595,521.0,157.4268074366615,648.3714285714286,602.0,162.19724479314496,696.2257307692307,655.175,159.71558747512597,804.3076923076923,644.0,355.14557088357253
